movieId,title,genre,rating_ml,release_year,tag,listed_in_netflix
20,Money Train,Comedy,2.5,1995,,
20,Money Train,Crime,2.5,1995,,
20,Money Train,Drama,2.5,1995,,
20,Money Train,Thriller,2.5,1995,,
21,Get Shorty,Comedy,3.49438202247191,1995,Hollywood,"Crime TV Shows, TV Comedies, TV Dramas"
21,Get Shorty,Crime,3.49438202247191,1995,Hollywood,"Crime TV Shows, TV Comedies, TV Dramas"
21,Get Shorty,Thriller,3.49438202247191,1995,Hollywood,"Crime TV Shows, TV Comedies, TV Dramas"
22,Copycat,Crime,3.2222222222222223,1995,serial killer,
22,Copycat,Drama,3.2222222222222223,1995,serial killer,
22,Copycat,Horror,3.2222222222222223,1995,serial killer,
22,Copycat,Mystery,3.2222222222222223,1995,serial killer,
22,Copycat,Thriller,3.2222222222222223,1995,serial killer,
23,Assassins,Action,3.125,1995,,
23,Assassins,Crime,3.125,1995,,
23,Assassins,Thriller,3.125,1995,,
24,Powder,Drama,3.125,1995,,"Crime TV Shows, International TV Shows, TV Dramas"
24,Powder,Sci-Fi,3.125,1995,,"Crime TV Shows, International TV Shows, TV Dramas"
25,Leaving Las Vegas,Drama,3.625,1995,alcoholism,
25,Leaving Las Vegas,Romance,3.625,1995,alcoholism,
26,Othello,Drama,3.5,1995,Shakespeare,
27,Now and Then,Children,3.333333333333333,1995,,Dramas
27,Now and Then,Drama,3.333333333333333,1995,,Dramas
28,Persuasion,Drama,4.227272727272728,1995,In Netflix queue,
28,Persuasion,Romance,4.227272727272728,1995,In Netflix queue,
29,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure,4.0131578947368425,1995,kidnapping,
29,"City of Lost Children, The (Cité des enfants perdus, La)",Drama,4.0131578947368425,1995,kidnapping,
29,"City of Lost Children, The (Cité des enfants perdus, La)",Fantasy,4.0131578947368425,1995,kidnapping,
29,"City of Lost Children, The (Cité des enfants perdus, La)",Mystery,4.0131578947368425,1995,kidnapping,
29,"City of Lost Children, The (Cité des enfants perdus, La)",Sci-Fi,4.0131578947368425,1995,kidnapping,
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime,3.0,1995,,
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Drama,3.0,1995,,
31,Dangerous Minds,Drama,3.1842105263157894,1995,high school,
32,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery,3.983050847457627,1995,time travel,
32,Twelve Monkeys (a.k.a. 12 Monkeys),Sci-Fi,3.983050847457627,1995,time travel,
32,Twelve Monkeys (a.k.a. 12 Monkeys),Thriller,3.983050847457627,1995,time travel,
34,Babe,Children,3.65234375,1995,Animal movie,
34,Babe,Drama,3.65234375,1995,Animal movie,
36,Dead Man Walking,Crime,3.835820895522388,1995,death penalty,
36,Dead Man Walking,Drama,3.835820895522388,1995,death penalty,
38,It Takes Two,Children,2.125,1995,twins,"Children & Family Movies, Comedies"
38,It Takes Two,Comedy,2.125,1995,twins,"Children & Family Movies, Comedies"
39,Clueless,Comedy,3.293269230769231,1995,chick flick,
39,Clueless,Romance,3.293269230769231,1995,chick flick,
40,"Cry, the Beloved Country",Drama,4.25,1995,In Netflix queue,
41,Richard III,Drama,3.7,1995,Shakespeare,
41,Richard III,War,3.7,1995,Shakespeare,
42,Dead Presidents,Action,3.0,1995,,
42,Dead Presidents,Crime,3.0,1995,,
42,Dead Presidents,Drama,3.0,1995,,
43,Restoration,Drama,3.1875,1995,England,
44,Mortal Kombat,Action,2.5434782608695654,1995,,"Action & Adventure, Sci-Fi & Fantasy"
44,Mortal Kombat,Adventure,2.5434782608695654,1995,,"Action & Adventure, Sci-Fi & Fantasy"
44,Mortal Kombat,Fantasy,2.5434782608695654,1995,,"Action & Adventure, Sci-Fi & Fantasy"
45,To Die For,Comedy,3.3125,1995,Journalism,
45,To Die For,Drama,3.3125,1995,Journalism,
45,To Die For,Thriller,3.3125,1995,Journalism,
46,How to Make an American Quilt,Drama,3.066666666666667,1995,wedding,"Dramas, Romantic Movies"
46,How to Make an American Quilt,Romance,3.066666666666667,1995,wedding,"Dramas, Romantic Movies"
47,Seven (a.k.a. Se7en),Mystery,3.975369458128079,1995,mystery,
47,Seven (a.k.a. Se7en),Thriller,3.975369458128079,1995,mystery,
48,Pocahontas,Animation,3.147058823529412,1995,,
48,Pocahontas,Children,3.147058823529412,1995,,
48,Pocahontas,Drama,3.147058823529412,1995,,
48,Pocahontas,Musical,3.147058823529412,1995,,
48,Pocahontas,Romance,3.147058823529412,1995,,
49,When Night Is Falling,Drama,3.0,1995,,
49,When Night Is Falling,Romance,3.0,1995,,
50,"Usual Suspects, The",Crime,4.237745098039215,1995,mindfuck,
50,"Usual Suspects, The",Mystery,4.237745098039215,1995,mindfuck,
50,"Usual Suspects, The",Thriller,4.237745098039215,1995,mindfuck,
52,Mighty Aphrodite,Comedy,3.4642857142857144,1995,adoption,
52,Mighty Aphrodite,Drama,3.4642857142857144,1995,adoption,
52,Mighty Aphrodite,Romance,3.4642857142857144,1995,adoption,
53,Lamerica,Adventure,5.0,1994,,
53,Lamerica,Drama,5.0,1994,,
54,"Big Green, The",Children,2.333333333333333,1995,,
54,"Big Green, The",Comedy,2.333333333333333,1995,,
55,Georgia,Drama,4.0,1995,,
57,Home for the Holidays,Drama,3.0625,1995,,
58,"Postman, The (Postino, Il)",Comedy,4.027027027027027,1994,writing,
58,"Postman, The (Postino, Il)",Drama,4.027027027027027,1994,writing,
58,"Postman, The (Postino, Il)",Romance,4.027027027027027,1994,writing,
60,"Indian in the Cupboard, The",Adventure,3.235294117647059,1995,,
60,"Indian in the Cupboard, The",Children,3.235294117647059,1995,,
60,"Indian in the Cupboard, The",Fantasy,3.235294117647059,1995,,
61,Eye for an Eye,Drama,3.75,1996,,
61,Eye for an Eye,Thriller,3.75,1996,,
62,Mr. Holland's Opus,Drama,3.70625,1995,music,
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,2.7142857142857144,1996,,
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Crime,2.7142857142857144,1996,,
64,Two if by Sea,Comedy,2.2,1996,,
64,Two if by Sea,Romance,2.2,1996,,
65,Bio-Dome,Comedy,2.532258064516129,1996,,
66,Lawnmower Man 2: Beyond Cyberspace,Action,2.5,1996,,
66,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi,2.5,1996,,
66,Lawnmower Man 2: Beyond Cyberspace,Thriller,2.5,1996,,
68,French Twist (Gazon maudit),Comedy,3.4,1995,,
68,French Twist (Gazon maudit),Romance,3.4,1995,,
69,Friday,Comedy,3.775,1995,,
70,From Dusk Till Dawn,Action,3.5090909090909093,1996,,"Classic & Cult TV, TV Action & Adventure, TV Horror"
70,From Dusk Till Dawn,Comedy,3.5090909090909093,1996,,"Classic & Cult TV, TV Action & Adventure, TV Horror"
70,From Dusk Till Dawn,Horror,3.5090909090909093,1996,,"Classic & Cult TV, TV Action & Adventure, TV Horror"
70,From Dusk Till Dawn,Thriller,3.5090909090909093,1996,,"Classic & Cult TV, TV Action & Adventure, TV Horror"
71,Fair Game,Action,1.7,1995,,
72,Kicking and Screaming,Comedy,3.2142857142857144,1995,,"Comedies, Independent Movies, Romantic Movies"
72,Kicking and Screaming,Drama,3.2142857142857144,1995,,"Comedies, Independent Movies, Romantic Movies"
73,"Misérables, Les",Drama,3.4615384615384617,1995,,
73,"Misérables, Les",War,3.4615384615384617,1995,,
74,Bed of Roses,Drama,4.0,1996,,
74,Bed of Roses,Romance,4.0,1996,,
75,Big Bully,Comedy,2.2,1996,,
75,Big Bully,Drama,2.2,1996,,
76,Screamers,Action,3.4,1995,,
76,Screamers,Sci-Fi,3.4,1995,,
76,Screamers,Thriller,3.4,1995,,
77,Nico Icon,Documentary,4.0,1995,,
78,"Crossing Guard, The",Action,3.333333333333333,1995,,
78,"Crossing Guard, The",Crime,3.333333333333333,1995,,
78,"Crossing Guard, The",Drama,3.333333333333333,1995,,
78,"Crossing Guard, The",Thriller,3.333333333333333,1995,,
79,"Juror, The",Drama,2.764705882352941,1996,,
79,"Juror, The",Thriller,2.764705882352941,1996,,
80,"White Balloon, The (Badkonake sefid)",Children,4.0,1995,,
80,"White Balloon, The (Badkonake sefid)",Drama,4.0,1995,,
81,Things to Do in Denver When You're Dead,Crime,3.107142857142857,1995,,
81,Things to Do in Denver When You're Dead,Drama,3.107142857142857,1995,,
81,Things to Do in Denver When You're Dead,Romance,3.107142857142857,1995,,
82,Antonia's Line (Antonia),Comedy,3.875,1995,,
82,Antonia's Line (Antonia),Drama,3.875,1995,,
83,Once Upon a Time... When We Were Colored,Drama,3.0,1995,,
83,Once Upon a Time... When We Were Colored,Romance,3.0,1995,,
85,Angels and Insects,Drama,3.857142857142857,1995,,
85,Angels and Insects,Romance,3.857142857142857,1995,,
86,White Squall,Action,3.966666666666667,1996,,
86,White Squall,Adventure,3.966666666666667,1996,,
86,White Squall,Drama,3.966666666666667,1996,,
87,Dunston Checks In,Children,2.5,1996,,
87,Dunston Checks In,Comedy,2.5,1996,,
88,Black Sheep,Comedy,3.15625,1996,,
89,Nick of Time,Action,3.25,1995,,
89,Nick of Time,Thriller,3.25,1995,,
92,Mary Reilly,Drama,2.625,1996,Jekyll and Hyde,
92,Mary Reilly,Horror,2.625,1996,Jekyll and Hyde,
92,Mary Reilly,Thriller,2.625,1996,Jekyll and Hyde,
93,Vampire in Brooklyn,Comedy,2.833333333333333,1995,,
93,Vampire in Brooklyn,Horror,2.833333333333333,1995,,
93,Vampire in Brooklyn,Romance,2.833333333333333,1995,,
94,Beautiful Girls,Comedy,3.95,1996,,
94,Beautiful Girls,Drama,3.95,1996,,
94,Beautiful Girls,Romance,3.95,1996,,
95,Broken Arrow,Action,3.023809523809524,1996,,
95,Broken Arrow,Adventure,3.023809523809524,1996,,
95,Broken Arrow,Thriller,3.023809523809524,1996,,
96,In the Bleak Midwinter,Comedy,3.5,1995,theater,
96,In the Bleak Midwinter,Drama,3.5,1995,theater,
97,"Hate (Haine, La)",Crime,3.9,1995,,
97,"Hate (Haine, La)",Drama,3.9,1995,,
99,Heidi Fleiss: Hollywood Madam,Documentary,5.0,1995,,
100,City Hall,Drama,2.7857142857142856,1996,,
100,City Hall,Thriller,2.7857142857142856,1996,,
101,Bottle Rocket,Adventure,3.782608695652174,1996,crime,
101,Bottle Rocket,Comedy,3.782608695652174,1996,crime,
101,Bottle Rocket,Crime,3.782608695652174,1996,crime,
101,Bottle Rocket,Romance,3.782608695652174,1996,crime,
102,Mr. Wrong,Comedy,2.4,1996,,
103,Unforgettable,Mystery,3.0,1996,,
103,Unforgettable,Sci-Fi,3.0,1996,,
103,Unforgettable,Thriller,3.0,1996,,
104,Happy Gilmore,Comedy,3.4393939393939394,1996,test tag,
105,"Bridges of Madison County, The",Drama,3.282608695652174,1995,,
105,"Bridges of Madison County, The",Romance,3.282608695652174,1995,,
106,Nobody Loves Me (Keiner liebt mich),Comedy,4.0,1994,,
106,Nobody Loves Me (Keiner liebt mich),Drama,4.0,1994,,
107,Muppet Treasure Island,Adventure,3.326923076923077,1996,muppets,
107,Muppet Treasure Island,Children,3.326923076923077,1996,muppets,
107,Muppet Treasure Island,Comedy,3.326923076923077,1996,muppets,
107,Muppet Treasure Island,Musical,3.326923076923077,1996,muppets,
108,Catwalk,Documentary,4.0,1996,,
110,Braveheart,Action,4.031645569620253,1995,beautiful scenery,
110,Braveheart,Drama,4.031645569620253,1995,beautiful scenery,
110,Braveheart,War,4.031645569620253,1995,beautiful scenery,
111,Taxi Driver,Crime,4.105769230769231,1976,assassination,"Comedies, Dramas, Independent Movies"
111,Taxi Driver,Drama,4.105769230769231,1976,assassination,"Comedies, Dramas, Independent Movies"
111,Taxi Driver,Thriller,4.105769230769231,1976,assassination,"Comedies, Dramas, Independent Movies"
112,Rumble in the Bronx (Hont faan kui),Action,3.5434782608695654,1995,,
112,Rumble in the Bronx (Hont faan kui),Adventure,3.5434782608695654,1995,,
112,Rumble in the Bronx (Hont faan kui),Comedy,3.5434782608695654,1995,,
112,Rumble in the Bronx (Hont faan kui),Crime,3.5434782608695654,1995,,
113,Before and After,Drama,3.333333333333333,1996,,
113,Before and After,Mystery,3.333333333333333,1996,,
116,Anne Frank Remembered,Documentary,3.9,1995,Holocaust,
117,"Young Poisoner's Handbook, The",Crime,3.0,1995,,
117,"Young Poisoner's Handbook, The",Drama,3.0,1995,,
118,If Lucy Fell,Comedy,2.5,1996,,
118,If Lucy Fell,Romance,2.5,1996,,
119,"Steal Big, Steal Little",Comedy,3.0,1995,,
121,"Boys of St. Vincent, The",Drama,4.0,1992,,
122,Boomerang,Comedy,2.65625,1992,dating,
122,Boomerang,Romance,2.65625,1992,dating,
123,Chungking Express (Chung Hing sam lam),Drama,4.375,1994,,
123,Chungking Express (Chung Hing sam lam),Mystery,4.375,1994,,
123,Chungking Express (Chung Hing sam lam),Romance,4.375,1994,,
125,Flirting With Disaster,Comedy,3.583333333333333,1996,,
126,"NeverEnding Story III, The",Adventure,2.0,1994,,
126,"NeverEnding Story III, The",Children,2.0,1994,,
126,"NeverEnding Story III, The",Fantasy,2.0,1994,,
128,Jupiter's Wife,Documentary,3.0,1994,,
129,Pie in the Sky,Comedy,2.0,1996,,
129,Pie in the Sky,Romance,2.0,1996,,
132,Jade,Thriller,2.833333333333333,1995,,
135,Down Periscope,Comedy,2.9516129032258065,1996,,
137,Man of the Year,Documentary,3.0,1995,,
140,Up Close and Personal,Drama,3.5,1996,journalism,
140,Up Close and Personal,Romance,3.5,1996,journalism,
141,"Birdcage, The",Comedy,3.494186046511628,1996,,
144,"Brothers McMullen, The",Comedy,3.333333333333333,1995,,
145,Bad Boys,Action,3.2450980392156863,1995,,"Action & Adventure, Comedies"
145,Bad Boys,Comedy,3.2450980392156863,1995,,"Action & Adventure, Comedies"
145,Bad Boys,Crime,3.2450980392156863,1995,,"Action & Adventure, Comedies"
145,Bad Boys,Drama,3.2450980392156863,1995,,"Action & Adventure, Comedies"
145,Bad Boys,Thriller,3.2450980392156863,1995,,"Action & Adventure, Comedies"
146,"Amazing Panda Adventure, The",Adventure,3.333333333333333,1995,,
146,"Amazing Panda Adventure, The",Children,3.333333333333333,1995,,
147,"Basketball Diaries, The",Drama,3.466666666666667,1995,addiction,
148,"Awfully Big Adventure, An",Drama,5.0,1995,,
149,Amateur,Crime,2.0,1994,,"Dramas, Independent Movies, Sports Movies"
149,Amateur,Drama,2.0,1994,,"Dramas, Independent Movies, Sports Movies"
149,Amateur,Thriller,2.0,1994,,"Dramas, Independent Movies, Sports Movies"
150,Apollo 13,Adventure,3.845771144278607,1995,moon,
150,Apollo 13,Drama,3.845771144278607,1995,moon,
150,Apollo 13,IMAX,3.845771144278607,1995,moon,
151,Rob Roy,Action,3.5454545454545454,1995,,
151,Rob Roy,Drama,3.5454545454545454,1995,,
151,Rob Roy,Romance,3.5454545454545454,1995,,
151,Rob Roy,War,3.5454545454545454,1995,,
152,"Addiction, The",Drama,1.5,1995,,
152,"Addiction, The",Horror,1.5,1995,,
153,Batman Forever,Action,2.916058394160584,1995,superhero,
153,Batman Forever,Adventure,2.916058394160584,1995,superhero,
153,Batman Forever,Comedy,2.916058394160584,1995,superhero,
153,Batman Forever,Crime,2.916058394160584,1995,superhero,
154,Beauty of the Day (Belle de jour),Drama,3.875,1967,,
155,Beyond Rangoon,Adventure,2.4166666666666665,1995,,
155,Beyond Rangoon,Drama,2.4166666666666665,1995,,
155,Beyond Rangoon,War,2.4166666666666665,1995,,
156,Blue in the Face,Comedy,3.333333333333333,1995,,
156,Blue in the Face,Drama,3.333333333333333,1995,,
157,Canadian Bacon,Comedy,2.863636363636364,1995,,
157,Canadian Bacon,War,2.863636363636364,1995,,
158,Casper,Adventure,2.806451612903226,1995,,
158,Casper,Children,2.806451612903226,1995,,
159,Clockers,Crime,2.892857142857143,1995,,
159,Clockers,Drama,2.892857142857143,1995,,
159,Clockers,Mystery,2.892857142857143,1995,,
160,Congo,Action,2.8771929824561404,1995,Michael Crichton,"Action & Adventure, Thrillers"
160,Congo,Adventure,2.8771929824561404,1995,Michael Crichton,"Action & Adventure, Thrillers"
160,Congo,Mystery,2.8771929824561404,1995,Michael Crichton,"Action & Adventure, Thrillers"
160,Congo,Sci-Fi,2.8771929824561404,1995,Michael Crichton,"Action & Adventure, Thrillers"
161,Crimson Tide,Drama,3.6359223300970873,1995,submarine,
161,Crimson Tide,Thriller,3.6359223300970873,1995,submarine,
161,Crimson Tide,War,3.6359223300970873,1995,submarine,
162,Crumb,Documentary,4.205882352941177,1994,In Netflix queue,
163,Desperado,Action,3.560606060606061,1995,,
163,Desperado,Romance,3.560606060606061,1995,,
163,Desperado,Western,3.560606060606061,1995,,
164,Devil in a Blue Dress,Crime,3.321428571428572,1995,,
164,Devil in a Blue Dress,Film-Noir,3.321428571428572,1995,,
164,Devil in a Blue Dress,Mystery,3.321428571428572,1995,,
164,Devil in a Blue Dress,Thriller,3.321428571428572,1995,,
165,Die Hard: With a Vengeance,Action,3.555555555555556,1995,,
165,Die Hard: With a Vengeance,Crime,3.555555555555556,1995,,
165,Die Hard: With a Vengeance,Thriller,3.555555555555556,1995,,
166,"Doom Generation, The",Comedy,2.833333333333333,1995,,
166,"Doom Generation, The",Crime,2.833333333333333,1995,,
166,"Doom Generation, The",Drama,2.833333333333333,1995,,
168,First Knight,Action,3.083333333333333,1995,,
168,First Knight,Drama,3.083333333333333,1995,,
168,First Knight,Romance,3.083333333333333,1995,,
169,Free Willy 2: The Adventure Home,Adventure,2.4,1995,,
169,Free Willy 2: The Adventure Home,Children,2.4,1995,,
169,Free Willy 2: The Adventure Home,Drama,2.4,1995,,
170,Hackers,Action,3.2285714285714286,1995,,
170,Hackers,Adventure,3.2285714285714286,1995,,
170,Hackers,Crime,3.2285714285714286,1995,,
170,Hackers,Thriller,3.2285714285714286,1995,,
171,Jeffrey,Comedy,3.8333333333333335,1995,,
171,Jeffrey,Drama,3.8333333333333335,1995,,
172,Johnny Mnemonic,Action,2.679245283018868,1995,,
172,Johnny Mnemonic,Sci-Fi,2.679245283018868,1995,,
172,Johnny Mnemonic,Thriller,2.679245283018868,1995,,
173,Judge Dredd,Action,2.669354838709677,1995,,
173,Judge Dredd,Crime,2.669354838709677,1995,,
173,Judge Dredd,Sci-Fi,2.669354838709677,1995,,
174,Jury Duty,Comedy,2.7,1995,,
175,Kids,Drama,3.975,1995,controversial,
176,Living in Oblivion,Comedy,4.307692307692308,1995,,
177,Lord of Illusions,Horror,2.75,1995,,
178,Love & Human Remains,Comedy,1.0,1993,,
178,Love & Human Remains,Drama,1.0,1993,,
179,Mad Love,Drama,1.5,1995,,
179,Mad Love,Romance,1.5,1995,,
180,Mallrats,Comedy,3.4027777777777777,1995,,
180,Mallrats,Romance,3.4027777777777777,1995,,
181,Mighty Morphin Power Rangers: The Movie,Action,2.264705882352941,1995,,
181,Mighty Morphin Power Rangers: The Movie,Children,2.264705882352941,1995,,
183,Mute Witness,Comedy,3.5,1994,,
183,Mute Witness,Horror,3.5,1994,,
183,Mute Witness,Thriller,3.5,1994,,
184,Nadja,Drama,3.5,1994,,
185,"Net, The",Action,3.040178571428572,1995,computers,
185,"Net, The",Crime,3.040178571428572,1995,computers,
185,"Net, The",Thriller,3.040178571428572,1995,computers,
186,Nine Months,Comedy,2.8229166666666665,1995,,
186,Nine Months,Romance,2.8229166666666665,1995,,
187,Party Girl,Comedy,4.125,1995,,
188,"Prophecy, The",Fantasy,3.458333333333333,1995,,
188,"Prophecy, The",Horror,3.458333333333333,1995,,
188,"Prophecy, The",Mystery,3.458333333333333,1995,,
189,Reckless,Comedy,3.0,1995,,
189,Reckless,Fantasy,3.0,1995,,
190,Safe,Thriller,2.8,1995,,"British TV Shows, Crime TV Shows, International TV Shows"
191,"Scarlet Letter, The",Drama,2.4166666666666665,1995,,
191,"Scarlet Letter, The",Romance,2.4166666666666665,1995,,
193,Showgirls,Drama,2.4714285714285715,1995,,
194,Smoke,Comedy,3.6666666666666665,1995,,
194,Smoke,Drama,3.6666666666666665,1995,,
195,Something to Talk About,Comedy,3.1,1995,,
195,Something to Talk About,Drama,3.1,1995,,
195,Something to Talk About,Romance,3.1,1995,,
196,Species,Horror,2.6666666666666665,1995,,
196,Species,Sci-Fi,2.6666666666666665,1995,,
198,Strange Days,Action,3.25,1995,,
198,Strange Days,Crime,3.25,1995,,
198,Strange Days,Drama,3.25,1995,,
198,Strange Days,Mystery,3.25,1995,,
198,Strange Days,Sci-Fi,3.25,1995,,
198,Strange Days,Thriller,3.25,1995,,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama,4.125,1964,Made me cry,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Musical,4.125,1964,Made me cry,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Romance,4.125,1964,Made me cry,
201,Three Wishes,Drama,3.0,1995,,
201,Three Wishes,Fantasy,3.0,1995,,
202,Total Eclipse,Drama,3.0,1995,,
202,Total Eclipse,Romance,3.0,1995,,
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,3.4318181818181817,1995,,"Comedies, Cult Movies, LGBTQ Movies"
204,Under Siege 2: Dark Territory,Action,2.716666666666667,1995,,
205,Unstrung Heroes,Comedy,3.1666666666666665,1995,,
205,Unstrung Heroes,Drama,3.1666666666666665,1995,,
206,Unzipped,Documentary,3.0,1995,,
207,"Walk in the Clouds, A",Drama,3.4285714285714284,1995,,
207,"Walk in the Clouds, A",Romance,3.4285714285714284,1995,,
208,Waterworld,Action,2.9130434782608696,1995,,
208,Waterworld,Adventure,2.9130434782608696,1995,,
208,Waterworld,Sci-Fi,2.9130434782608696,1995,,
209,White Man's Burden,Drama,3.1666666666666665,1995,,
210,Wild Bill,Western,3.0,1995,,
211,"Browning Version, The",Drama,3.5,1994,,
212,Bushwhacked,Adventure,3.0,1995,,
212,Bushwhacked,Comedy,3.0,1995,,
212,Bushwhacked,Crime,3.0,1995,,
212,Bushwhacked,Mystery,3.0,1995,,
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,3.8333333333333335,1994,,
214,Before the Rain (Pred dozhdot),Drama,4.0,1994,,
214,Before the Rain (Pred dozhdot),War,4.0,1994,,
215,Before Sunrise,Drama,4.041666666666667,1995,generation X,
215,Before Sunrise,Romance,4.041666666666667,1995,generation X,
216,Billy Madison,Comedy,3.326530612244898,1995,school,
217,"Babysitter, The",Drama,2.333333333333333,1995,,
217,"Babysitter, The",Thriller,2.333333333333333,1995,,
218,Boys on the Side,Comedy,3.4285714285714284,1995,,
218,Boys on the Side,Drama,3.4285714285714284,1995,,
219,"Cure, The",Drama,3.0,1995,,
220,Castle Freak,Horror,3.0,1995,,
222,Circle of Friends,Drama,3.75,1995,Ireland,
222,Circle of Friends,Romance,3.75,1995,Ireland,
223,Clerks,Comedy,3.855769230769231,1994,cynical,
224,Don Juan DeMarco,Comedy,3.6125,1995,mental illness,
224,Don Juan DeMarco,Drama,3.6125,1995,mental illness,
224,Don Juan DeMarco,Romance,3.6125,1995,mental illness,
225,Disclosure,Drama,3.5384615384615383,1994,,"Documentaries, LGBTQ Movies"
225,Disclosure,Thriller,3.5384615384615383,1994,,"Documentaries, LGBTQ Movies"
227,Drop Zone,Action,2.863636363636364,1994,,
227,Drop Zone,Thriller,2.863636363636364,1994,,
228,Destiny Turns on the Radio,Comedy,2.333333333333333,1995,,
229,Death and the Maiden,Drama,3.4285714285714284,1994,,
229,Death and the Maiden,Thriller,3.4285714285714284,1994,,
230,Dolores Claiborne,Drama,3.395833333333333,1995,Stephen King,
230,Dolores Claiborne,Thriller,3.395833333333333,1995,Stephen King,
231,Dumb & Dumber (Dumb and Dumber),Adventure,3.0601503759398496,1994,,
231,Dumb & Dumber (Dumb and Dumber),Comedy,3.0601503759398496,1994,,
232,Eat Drink Man Woman (Yin shi nan nu),Comedy,3.892857142857143,1994,In Netflix queue,
232,Eat Drink Man Woman (Yin shi nan nu),Drama,3.892857142857143,1994,In Netflix queue,
232,Eat Drink Man Woman (Yin shi nan nu),Romance,3.892857142857143,1994,In Netflix queue,
233,Exotica,Drama,3.5,1994,,
234,Exit to Eden,Comedy,2.588235294117647,1994,,
235,Ed Wood,Comedy,3.678571428571429,1994,movie business,
235,Ed Wood,Drama,3.678571428571429,1994,movie business,
236,French Kiss,Action,3.477777777777778,1995,,
236,French Kiss,Comedy,3.477777777777778,1995,,
236,French Kiss,Romance,3.477777777777778,1995,,
237,Forget Paris,Comedy,3.340909090909091,1995,basketball,
237,Forget Paris,Romance,3.340909090909091,1995,basketball,
238,Far From Home: The Adventures of Yellow Dog,Adventure,4.0,1995,,
238,Far From Home: The Adventures of Yellow Dog,Children,4.0,1995,,
239,"Goofy Movie, A",Animation,3.0,1995,,
239,"Goofy Movie, A",Children,3.0,1995,,
239,"Goofy Movie, A",Comedy,3.0,1995,,
239,"Goofy Movie, A",Romance,3.0,1995,,
240,Hideaway,Thriller,2.375,1995,,
241,Fluke,Children,4.0,1995,,
241,Fluke,Drama,4.0,1995,,
