movieId,title,genre,release_year
29,"City of Lost Children, The (Cité des enfants perdus, La)",Sci-Fi,1995
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime,1995
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Drama,1995
31,Dangerous Minds,Drama,1995
32,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery,1995
32,Twelve Monkeys (a.k.a. 12 Monkeys),Sci-Fi,1995
32,Twelve Monkeys (a.k.a. 12 Monkeys),Thriller,1995
34,Babe,Children,1995
34,Babe,Drama,1995
36,Dead Man Walking,Crime,1995
36,Dead Man Walking,Drama,1995
38,It Takes Two,Children,1995
38,It Takes Two,Comedy,1995
39,Clueless,Comedy,1995
39,Clueless,Romance,1995
40,"Cry, the Beloved Country",Drama,1995
41,Richard III,Drama,1995
41,Richard III,War,1995
42,Dead Presidents,Action,1995
42,Dead Presidents,Crime,1995
42,Dead Presidents,Drama,1995
43,Restoration,Drama,1995
44,Mortal Kombat,Action,1995
44,Mortal Kombat,Adventure,1995
44,Mortal Kombat,Fantasy,1995
45,To Die For,Comedy,1995
45,To Die For,Drama,1995
45,To Die For,Thriller,1995
46,How to Make an American Quilt,Drama,1995
46,How to Make an American Quilt,Romance,1995
47,Seven (a.k.a. Se7en),Mystery,1995
47,Seven (a.k.a. Se7en),Thriller,1995
48,Pocahontas,Animation,1995
48,Pocahontas,Children,1995
48,Pocahontas,Drama,1995
48,Pocahontas,Musical,1995
48,Pocahontas,Romance,1995
49,When Night Is Falling,Drama,1995
49,When Night Is Falling,Romance,1995
50,"Usual Suspects, The",Crime,1995
50,"Usual Suspects, The",Mystery,1995
50,"Usual Suspects, The",Thriller,1995
52,Mighty Aphrodite,Comedy,1995
52,Mighty Aphrodite,Drama,1995
52,Mighty Aphrodite,Romance,1995
53,Lamerica,Adventure,1994
53,Lamerica,Drama,1994
54,"Big Green, The",Children,1995
54,"Big Green, The",Comedy,1995
55,Georgia,Drama,1995
57,Home for the Holidays,Drama,1995
58,"Postman, The (Postino, Il)",Comedy,1994
58,"Postman, The (Postino, Il)",Drama,1994
58,"Postman, The (Postino, Il)",Romance,1994
60,"Indian in the Cupboard, The",Adventure,1995
60,"Indian in the Cupboard, The",Children,1995
60,"Indian in the Cupboard, The",Fantasy,1995
61,Eye for an Eye,Drama,1996
61,Eye for an Eye,Thriller,1996
62,Mr. Holland's Opus,Drama,1995
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Crime,1996
64,Two if by Sea,Comedy,1996
64,Two if by Sea,Romance,1996
65,Bio-Dome,Comedy,1996
66,Lawnmower Man 2: Beyond Cyberspace,Action,1996
66,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi,1996
66,Lawnmower Man 2: Beyond Cyberspace,Thriller,1996
68,French Twist (Gazon maudit),Comedy,1995
68,French Twist (Gazon maudit),Romance,1995
69,Friday,Comedy,1995
70,From Dusk Till Dawn,Action,1996
70,From Dusk Till Dawn,Comedy,1996
70,From Dusk Till Dawn,Horror,1996
70,From Dusk Till Dawn,Thriller,1996
71,Fair Game,Action,1995
72,Kicking and Screaming,Comedy,1995
72,Kicking and Screaming,Drama,1995
73,"Misérables, Les",Drama,1995
73,"Misérables, Les",War,1995
74,Bed of Roses,Drama,1996
74,Bed of Roses,Romance,1996
75,Big Bully,Comedy,1996
75,Big Bully,Drama,1996
76,Screamers,Action,1995
76,Screamers,Sci-Fi,1995
76,Screamers,Thriller,1995
77,Nico Icon,Documentary,1995
78,"Crossing Guard, The",Action,1995
78,"Crossing Guard, The",Crime,1995
78,"Crossing Guard, The",Drama,1995
78,"Crossing Guard, The",Thriller,1995
79,"Juror, The",Drama,1996
79,"Juror, The",Thriller,1996
80,"White Balloon, The (Badkonake sefid)",Children,1995
80,"White Balloon, The (Badkonake sefid)",Drama,1995
81,Things to Do in Denver When You're Dead,Crime,1995
81,Things to Do in Denver When You're Dead,Drama,1995
81,Things to Do in Denver When You're Dead,Romance,1995
82,Antonia's Line (Antonia),Comedy,1995
82,Antonia's Line (Antonia),Drama,1995
83,Once Upon a Time... When We Were Colored,Drama,1995
83,Once Upon a Time... When We Were Colored,Romance,1995
85,Angels and Insects,Drama,1995
85,Angels and Insects,Romance,1995
86,White Squall,Action,1996
86,White Squall,Adventure,1996
86,White Squall,Drama,1996
87,Dunston Checks In,Children,1996
87,Dunston Checks In,Comedy,1996
88,Black Sheep,Comedy,1996
89,Nick of Time,Action,1995
89,Nick of Time,Thriller,1995
92,Mary Reilly,Drama,1996
92,Mary Reilly,Horror,1996
92,Mary Reilly,Thriller,1996
93,Vampire in Brooklyn,Comedy,1995
93,Vampire in Brooklyn,Horror,1995
93,Vampire in Brooklyn,Romance,1995
94,Beautiful Girls,Comedy,1996
94,Beautiful Girls,Drama,1996
94,Beautiful Girls,Romance,1996
95,Broken Arrow,Action,1996
95,Broken Arrow,Adventure,1996
95,Broken Arrow,Thriller,1996
96,In the Bleak Midwinter,Comedy,1995
96,In the Bleak Midwinter,Drama,1995
97,"Hate (Haine, La)",Crime,1995
97,"Hate (Haine, La)",Drama,1995
99,Heidi Fleiss: Hollywood Madam,Documentary,1995
100,City Hall,Drama,1996
100,City Hall,Thriller,1996
101,Bottle Rocket,Adventure,1996
101,Bottle Rocket,Comedy,1996
101,Bottle Rocket,Crime,1996
101,Bottle Rocket,Romance,1996
102,Mr. Wrong,Comedy,1996
103,Unforgettable,Mystery,1996
103,Unforgettable,Sci-Fi,1996
103,Unforgettable,Thriller,1996
104,Happy Gilmore,Comedy,1996
105,"Bridges of Madison County, The",Drama,1995
105,"Bridges of Madison County, The",Romance,1995
106,Nobody Loves Me (Keiner liebt mich),Comedy,1994
106,Nobody Loves Me (Keiner liebt mich),Drama,1994
107,Muppet Treasure Island,Adventure,1996
107,Muppet Treasure Island,Children,1996
107,Muppet Treasure Island,Comedy,1996
107,Muppet Treasure Island,Musical,1996
108,Catwalk,Documentary,1996
110,Braveheart,Action,1995
110,Braveheart,Drama,1995
110,Braveheart,War,1995
111,Taxi Driver,Crime,1976
111,Taxi Driver,Drama,1976
111,Taxi Driver,Thriller,1976
112,Rumble in the Bronx (Hont faan kui),Action,1995
112,Rumble in the Bronx (Hont faan kui),Adventure,1995
112,Rumble in the Bronx (Hont faan kui),Comedy,1995
112,Rumble in the Bronx (Hont faan kui),Crime,1995
113,Before and After,Drama,1996
113,Before and After,Mystery,1996
116,Anne Frank Remembered,Documentary,1995
117,"Young Poisoner's Handbook, The",Crime,1995
117,"Young Poisoner's Handbook, The",Drama,1995
118,If Lucy Fell,Comedy,1996
118,If Lucy Fell,Romance,1996
119,"Steal Big, Steal Little",Comedy,1995
121,"Boys of St. Vincent, The",Drama,1992
122,Boomerang,Comedy,1992
122,Boomerang,Romance,1992
123,Chungking Express (Chung Hing sam lam),Drama,1994
123,Chungking Express (Chung Hing sam lam),Mystery,1994
123,Chungking Express (Chung Hing sam lam),Romance,1994
125,Flirting With Disaster,Comedy,1996
126,"NeverEnding Story III, The",Adventure,1994
126,"NeverEnding Story III, The",Children,1994
126,"NeverEnding Story III, The",Fantasy,1994
128,Jupiter's Wife,Documentary,1994
129,Pie in the Sky,Comedy,1996
129,Pie in the Sky,Romance,1996
132,Jade,Thriller,1995
135,Down Periscope,Comedy,1996
137,Man of the Year,Documentary,1995
140,Up Close and Personal,Drama,1996
140,Up Close and Personal,Romance,1996
141,"Birdcage, The",Comedy,1996
144,"Brothers McMullen, The",Comedy,1995
145,Bad Boys,Action,1995
145,Bad Boys,Comedy,1995
145,Bad Boys,Crime,1995
145,Bad Boys,Drama,1995
145,Bad Boys,Thriller,1995
146,"Amazing Panda Adventure, The",Adventure,1995
146,"Amazing Panda Adventure, The",Children,1995
147,"Basketball Diaries, The",Drama,1995
148,"Awfully Big Adventure, An",Drama,1995
149,Amateur,Crime,1994
149,Amateur,Drama,1994
149,Amateur,Thriller,1994
150,Apollo 13,Adventure,1995
150,Apollo 13,Drama,1995
150,Apollo 13,IMAX,1995
151,Rob Roy,Action,1995
151,Rob Roy,Drama,1995
151,Rob Roy,Romance,1995
151,Rob Roy,War,1995
152,"Addiction, The",Drama,1995
152,"Addiction, The",Horror,1995
153,Batman Forever,Action,1995
153,Batman Forever,Adventure,1995
153,Batman Forever,Comedy,1995
153,Batman Forever,Crime,1995
154,Beauty of the Day (Belle de jour),Drama,1967
155,Beyond Rangoon,Adventure,1995
155,Beyond Rangoon,Drama,1995
155,Beyond Rangoon,War,1995
156,Blue in the Face,Comedy,1995
156,Blue in the Face,Drama,1995
157,Canadian Bacon,Comedy,1995
157,Canadian Bacon,War,1995
158,Casper,Adventure,1995
158,Casper,Children,1995
159,Clockers,Crime,1995
159,Clockers,Drama,1995
159,Clockers,Mystery,1995
160,Congo,Action,1995
160,Congo,Adventure,1995
160,Congo,Mystery,1995
160,Congo,Sci-Fi,1995
161,Crimson Tide,Drama,1995
161,Crimson Tide,Thriller,1995
161,Crimson Tide,War,1995
162,Crumb,Documentary,1994
163,Desperado,Action,1995
163,Desperado,Romance,1995
163,Desperado,Western,1995
164,Devil in a Blue Dress,Crime,1995
164,Devil in a Blue Dress,Film-Noir,1995
164,Devil in a Blue Dress,Mystery,1995
164,Devil in a Blue Dress,Thriller,1995
165,Die Hard: With a Vengeance,Action,1995
165,Die Hard: With a Vengeance,Crime,1995
165,Die Hard: With a Vengeance,Thriller,1995
166,"Doom Generation, The",Comedy,1995
166,"Doom Generation, The",Crime,1995
166,"Doom Generation, The",Drama,1995
168,First Knight,Action,1995
168,First Knight,Drama,1995
168,First Knight,Romance,1995
169,Free Willy 2: The Adventure Home,Adventure,1995
169,Free Willy 2: The Adventure Home,Children,1995
169,Free Willy 2: The Adventure Home,Drama,1995
170,Hackers,Action,1995
170,Hackers,Adventure,1995
170,Hackers,Crime,1995
170,Hackers,Thriller,1995
171,Jeffrey,Comedy,1995
171,Jeffrey,Drama,1995
172,Johnny Mnemonic,Action,1995
172,Johnny Mnemonic,Sci-Fi,1995
172,Johnny Mnemonic,Thriller,1995
173,Judge Dredd,Action,1995
173,Judge Dredd,Crime,1995
173,Judge Dredd,Sci-Fi,1995
174,Jury Duty,Comedy,1995
175,Kids,Drama,1995
176,Living in Oblivion,Comedy,1995
177,Lord of Illusions,Horror,1995
178,Love & Human Remains,Comedy,1993
178,Love & Human Remains,Drama,1993
179,Mad Love,Drama,1995
179,Mad Love,Romance,1995
180,Mallrats,Comedy,1995
180,Mallrats,Romance,1995
181,Mighty Morphin Power Rangers: The Movie,Action,1995
181,Mighty Morphin Power Rangers: The Movie,Children,1995
183,Mute Witness,Comedy,1994
183,Mute Witness,Horror,1994
183,Mute Witness,Thriller,1994
184,Nadja,Drama,1994
185,"Net, The",Action,1995
185,"Net, The",Crime,1995
185,"Net, The",Thriller,1995
186,Nine Months,Comedy,1995
186,Nine Months,Romance,1995
187,Party Girl,Comedy,1995
188,"Prophecy, The",Fantasy,1995
188,"Prophecy, The",Horror,1995
188,"Prophecy, The",Mystery,1995
189,Reckless,Comedy,1995
189,Reckless,Fantasy,1995
190,Safe,Thriller,1995
191,"Scarlet Letter, The",Drama,1995
191,"Scarlet Letter, The",Romance,1995
193,Showgirls,Drama,1995
194,Smoke,Comedy,1995
194,Smoke,Drama,1995
195,Something to Talk About,Comedy,1995
195,Something to Talk About,Drama,1995
195,Something to Talk About,Romance,1995
196,Species,Horror,1995
196,Species,Sci-Fi,1995
198,Strange Days,Action,1995
198,Strange Days,Crime,1995
198,Strange Days,Drama,1995
198,Strange Days,Mystery,1995
198,Strange Days,Sci-Fi,1995
198,Strange Days,Thriller,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama,1964
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Musical,1964
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Romance,1964
201,Three Wishes,Drama,1995
201,Three Wishes,Fantasy,1995
202,Total Eclipse,Drama,1995
202,Total Eclipse,Romance,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995
204,Under Siege 2: Dark Territory,Action,1995
205,Unstrung Heroes,Comedy,1995
205,Unstrung Heroes,Drama,1995
206,Unzipped,Documentary,1995
207,"Walk in the Clouds, A",Drama,1995
207,"Walk in the Clouds, A",Romance,1995
208,Waterworld,Action,1995
208,Waterworld,Adventure,1995
208,Waterworld,Sci-Fi,1995
209,White Man's Burden,Drama,1995
210,Wild Bill,Western,1995
211,"Browning Version, The",Drama,1994
212,Bushwhacked,Adventure,1995
212,Bushwhacked,Comedy,1995
212,Bushwhacked,Crime,1995
212,Bushwhacked,Mystery,1995
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994
214,Before the Rain (Pred dozhdot),Drama,1994
214,Before the Rain (Pred dozhdot),War,1994
215,Before Sunrise,Drama,1995
215,Before Sunrise,Romance,1995
216,Billy Madison,Comedy,1995
217,"Babysitter, The",Drama,1995
217,"Babysitter, The",Thriller,1995
218,Boys on the Side,Comedy,1995
218,Boys on the Side,Drama,1995
219,"Cure, The",Drama,1995
220,Castle Freak,Horror,1995
222,Circle of Friends,Drama,1995
222,Circle of Friends,Romance,1995
223,Clerks,Comedy,1994
224,Don Juan DeMarco,Comedy,1995
224,Don Juan DeMarco,Drama,1995
224,Don Juan DeMarco,Romance,1995
225,Disclosure,Drama,1994
225,Disclosure,Thriller,1994
227,Drop Zone,Action,1994
227,Drop Zone,Thriller,1994
228,Destiny Turns on the Radio,Comedy,1995
229,Death and the Maiden,Drama,1994
229,Death and the Maiden,Thriller,1994
230,Dolores Claiborne,Drama,1995
230,Dolores Claiborne,Thriller,1995
231,Dumb & Dumber (Dumb and Dumber),Adventure,1994
231,Dumb & Dumber (Dumb and Dumber),Comedy,1994
232,Eat Drink Man Woman (Yin shi nan nu),Comedy,1994
232,Eat Drink Man Woman (Yin shi nan nu),Drama,1994
232,Eat Drink Man Woman (Yin shi nan nu),Romance,1994
233,Exotica,Drama,1994
234,Exit to Eden,Comedy,1994
235,Ed Wood,Comedy,1994
235,Ed Wood,Drama,1994
236,French Kiss,Action,1995
236,French Kiss,Comedy,1995
236,French Kiss,Romance,1995
237,Forget Paris,Comedy,1995
237,Forget Paris,Romance,1995
238,Far From Home: The Adventures of Yellow Dog,Adventure,1995
238,Far From Home: The Adventures of Yellow Dog,Children,1995
239,"Goofy Movie, A",Animation,1995
239,"Goofy Movie, A",Children,1995
239,"Goofy Movie, A",Comedy,1995
239,"Goofy Movie, A",Romance,1995
240,Hideaway,Thriller,1995
241,Fluke,Children,1995
241,Fluke,Drama,1995
242,Farinelli: il castrato,Drama,1994
242,Farinelli: il castrato,Musical,1994
243,Gordy,Children,1995
243,Gordy,Comedy,1995
243,Gordy,Fantasy,1995
246,Hoop Dreams,Documentary,1994
247,Heavenly Creatures,Crime,1994
247,Heavenly Creatures,Drama,1994
248,Houseguest,Comedy,1994
249,Immortal Beloved,Drama,1994
249,Immortal Beloved,Romance,1994
250,Heavyweights (Heavy Weights),Children,1995
250,Heavyweights (Heavy Weights),Comedy,1995
251,"Hunted, The",Action,1995
252,I.Q.,Comedy,1994
252,I.Q.,Romance,1994
253,Interview with the Vampire: The Vampire Chronicles,Drama,1994
253,Interview with the Vampire: The Vampire Chronicles,Horror,1994
254,Jefferson in Paris,Drama,1995
255,"Jerky Boys, The",Comedy,1995
256,Junior,Comedy,1994
256,Junior,Sci-Fi,1994
257,Just Cause,Mystery,1995
257,Just Cause,Thriller,1995
258,"Kid in King Arthur's Court, A",Adventure,1995
258,"Kid in King Arthur's Court, A",Children,1995
258,"Kid in King Arthur's Court, A",Comedy,1995
258,"Kid in King Arthur's Court, A",Fantasy,1995
258,"Kid in King Arthur's Court, A",Romance,1995
259,Kiss of Death,Crime,1995
259,Kiss of Death,Drama,1995
259,Kiss of Death,Thriller,1995
260,Star Wars: Episode IV - A New Hope,Action,1977
260,Star Wars: Episode IV - A New Hope,Adventure,1977
260,Star Wars: Episode IV - A New Hope,Sci-Fi,1977
261,Little Women,Drama,1994
262,"Little Princess, A",Children,1995
262,"Little Princess, A",Drama,1995
263,Ladybird Ladybird,Drama,1994
265,Like Water for Chocolate (Como agua para chocolate),Drama,1992
265,Like Water for Chocolate (Como agua para chocolate),Fantasy,1992
265,Like Water for Chocolate (Como agua para chocolate),Romance,1992
266,Legends of the Fall,Drama,1994
266,Legends of the Fall,Romance,1994
266,Legends of the Fall,War,1994
266,Legends of the Fall,Western,1994
267,Major Payne,Comedy,1995
269,My Crazy Life (Mi vida loca),Drama,1993
270,Love Affair,Drama,1994
270,Love Affair,Romance,1994
271,Losing Isaiah,Drama,1995
272,"Madness of King George, The",Comedy,1994
272,"Madness of King George, The",Drama,1994
273,Mary Shelley's Frankenstein (Frankenstein),Drama,1994
273,Mary Shelley's Frankenstein (Frankenstein),Horror,1994
273,Mary Shelley's Frankenstein (Frankenstein),Sci-Fi,1994
274,Man of the House,Comedy,1995
275,Mixed Nuts,Comedy,1994
276,Milk Money,Comedy,1994
276,Milk Money,Romance,1994
277,Miracle on 34th Street,Drama,1994
278,Miami Rhapsody,Comedy,1995
279,My Family,Drama,1995
280,Murder in the First,Drama,1995
280,Murder in the First,Thriller,1995
281,Nobody's Fool,Comedy,1994
281,Nobody's Fool,Drama,1994
281,Nobody's Fool,Romance,1994
282,Nell,Drama,1994
283,New Jersey Drive,Crime,1995
283,New Jersey Drive,Drama,1995
284,New York Cop (Nyû Yôku no koppu),Action,1993
284,New York Cop (Nyû Yôku no koppu),Crime,1993
285,Beyond Bedlam,Drama,1993
285,Beyond Bedlam,Horror,1993
287,Nina Takes a Lover,Comedy,1994
287,Nina Takes a Lover,Romance,1994
288,Natural Born Killers,Action,1994
288,Natural Born Killers,Crime,1994
288,Natural Born Killers,Thriller,1994
289,Only You,Comedy,1994
289,Only You,Romance,1994
290,Once Were Warriors,Crime,1994
290,Once Were Warriors,Drama,1994
291,Poison Ivy II,Drama,1996
291,Poison Ivy II,Thriller,1996
292,Outbreak,Action,1995
292,Outbreak,Drama,1995
292,Outbreak,Sci-Fi,1995
292,Outbreak,Thriller,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action,1994
293,Léon: The Professional (a.k.a. The Professional) (Léon),Crime,1994
293,Léon: The Professional (a.k.a. The Professional) (Léon),Drama,1994
293,Léon: The Professional (a.k.a. The Professional) (Léon),Thriller,1994
294,"Perez Family, The",Comedy,1995
294,"Perez Family, The",Romance,1995
295,"Pyromaniac's Love Story, A",Comedy,1995
295,"Pyromaniac's Love Story, A",Romance,1995
296,Pulp Fiction,Comedy,1994
296,Pulp Fiction,Crime,1994
296,Pulp Fiction,Drama,1994
296,Pulp Fiction,Thriller,1994
298,Pushing Hands (Tui shou),Drama,1992
299,Priest,Drama,1994
300,Quiz Show,Drama,1994
301,Picture Bride (Bijo photo),Drama,1994
301,Picture Bride (Bijo photo),Romance,1994
302,"Queen Margot (Reine Margot, La)",Drama,1994
302,"Queen Margot (Reine Margot, La)",Romance,1994
303,"Quick and the Dead, The",Action,1995
303,"Quick and the Dead, The",Thriller,1995
303,"Quick and the Dead, The",Western,1995
304,Roommates,Comedy,1995
304,Roommates,Drama,1995
305,Ready to Wear (Pret-A-Porter),Comedy,1994
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993
308,Three Colors: White (Trzy kolory: Bialy),Comedy,1994
308,Three Colors: White (Trzy kolory: Bialy),Drama,1994
310,Rent-a-Kid,Comedy,1995
311,Relative Fear,Horror,1994
311,Relative Fear,Thriller,1994
312,Stuart Saves His Family,Comedy,1995
313,"Swan Princess, The",Animation,1994
313,"Swan Princess, The",Children,1994
314,"Secret of Roan Inish, The",Children,1994
314,"Secret of Roan Inish, The",Drama,1994
314,"Secret of Roan Inish, The",Fantasy,1994
314,"Secret of Roan Inish, The",Mystery,1994
315,"Specialist, The",Action,1994
315,"Specialist, The",Drama,1994
315,"Specialist, The",Thriller,1994
316,Stargate,Action,1994
316,Stargate,Adventure,1994
316,Stargate,Sci-Fi,1994
317,"Santa Clause, The",Comedy,1994
317,"Santa Clause, The",Drama,1994
317,"Santa Clause, The",Fantasy,1994
318,"Shawshank Redemption, The",Crime,1994
318,"Shawshank Redemption, The",Drama,1994
319,Shallow Grave,Comedy,1994
319,Shallow Grave,Drama,1994
319,Shallow Grave,Thriller,1994
320,Suture,Film-Noir,1993
320,Suture,Thriller,1993
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993
322,Swimming with Sharks,Comedy,1995
322,Swimming with Sharks,Drama,1995
324,"Sum of Us, The",Comedy,1994
324,"Sum of Us, The",Drama,1994
325,National Lampoon's Senior Trip,Comedy,1995
326,To Live (Huozhe),Drama,1994
327,Tank Girl,Action,1995
327,Tank Girl,Comedy,1995
327,Tank Girl,Sci-Fi,1995
328,Tales from the Crypt Presents: Demon Knight,Horror,1995
328,Tales from the Crypt Presents: Demon Knight,Thriller,1995
329,Star Trek: Generations,Adventure,1994
329,Star Trek: Generations,Drama,1994
329,Star Trek: Generations,Sci-Fi,1994
330,Tales from the Hood,Action,1995
330,Tales from the Hood,Crime,1995
330,Tales from the Hood,Horror,1995
331,Tom & Viv,Drama,1994
332,Village of the Damned,Horror,1995
332,Village of the Damned,Sci-Fi,1995
333,Tommy Boy,Comedy,1995
334,Vanya on 42nd Street,Drama,1994
335,Underneath,Mystery,1995
335,Underneath,Thriller,1995
336,"Walking Dead, The",Drama,1995
336,"Walking Dead, The",War,1995
337,What's Eating Gilbert Grape,Drama,1993
338,Virtuosity,Action,1995
338,Virtuosity,Sci-Fi,1995
338,Virtuosity,Thriller,1995
339,While You Were Sleeping,Comedy,1995
339,While You Were Sleeping,Romance,1995
340,"War, The",Adventure,1994
340,"War, The",Drama,1994
340,"War, The",War,1994
341,Double Happiness,Drama,1994
342,Muriel's Wedding,Comedy,1994
343,"Baby-Sitters Club, The",Children,1995
344,Ace Ventura: Pet Detective,Comedy,1994
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy,1994
345,"Adventures of Priscilla, Queen of the Desert, The",Drama,1994
346,Backbeat,Drama,1993
346,Backbeat,Musical,1993
347,Bitter Moon,Drama,1992
347,Bitter Moon,Film-Noir,1992
347,Bitter Moon,Romance,1992
348,Bullets Over Broadway,Comedy,1994
349,Clear and Present Danger,Action,1994
349,Clear and Present Danger,Crime,1994
349,Clear and Present Danger,Drama,1994
349,Clear and Present Danger,Thriller,1994
350,"Client, The",Drama,1994
350,"Client, The",Mystery,1994
350,"Client, The",Thriller,1994
351,"Corrina, Corrina",Comedy,1994
351,"Corrina, Corrina",Drama,1994
351,"Corrina, Corrina",Romance,1994
352,Crooklyn,Comedy,1994
352,Crooklyn,Drama,1994
353,"Crow, The",Action,1994
353,"Crow, The",Crime,1994
353,"Crow, The",Fantasy,1994
353,"Crow, The",Thriller,1994
354,Cobb,Drama,1994
355,"Flintstones, The",Children,1994
355,"Flintstones, The",Comedy,1994
355,"Flintstones, The",Fantasy,1994
356,Forrest Gump,Comedy,1994
356,Forrest Gump,Drama,1994
356,Forrest Gump,Romance,1994
356,Forrest Gump,War,1994
357,Four Weddings and a Funeral,Comedy,1994
357,Four Weddings and a Funeral,Romance,1994
358,Higher Learning,Drama,1995
359,I Like It Like That,Comedy,1994
359,I Like It Like That,Drama,1994
359,I Like It Like That,Romance,1994
360,I Love Trouble,Action,1994
360,I Love Trouble,Comedy,1994
361,It Could Happen to You,Comedy,1994
361,It Could Happen to You,Drama,1994
361,It Could Happen to You,Romance,1994
362,"Jungle Book, The",Adventure,1994
362,"Jungle Book, The",Children,1994
362,"Jungle Book, The",Romance,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993
364,"Lion King, The",Adventure,1994
364,"Lion King, The",Animation,1994
364,"Lion King, The",Children,1994
364,"Lion King, The",Drama,1994
364,"Lion King, The",Musical,1994
364,"Lion King, The",IMAX,1994
365,Little Buddha,Drama,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama,1994
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Horror,1994
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Mystery,1994
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Thriller,1994
367,"Mask, The",Action,1994
367,"Mask, The",Comedy,1994
367,"Mask, The",Crime,1994
367,"Mask, The",Fantasy,1994
368,Maverick,Adventure,1994
368,Maverick,Comedy,1994
368,Maverick,Western,1994
369,Mrs. Parker and the Vicious Circle,Drama,1994
370,Naked Gun 33 1/3: The Final Insult,Action,1994
370,Naked Gun 33 1/3: The Final Insult,Comedy,1994
371,"Paper, The",Comedy,1994
371,"Paper, The",Drama,1994
372,Reality Bites,Comedy,1994
372,Reality Bites,Drama,1994
372,Reality Bites,Romance,1994
373,Red Rock West,Thriller,1992
374,Richie Rich,Children,1994
374,Richie Rich,Comedy,1994
376,"River Wild, The",Action,1994
376,"River Wild, The",Thriller,1994
377,Speed,Action,1994
